Index,Name,OVR,Position,Alternative positions,Age,Nation,League,Team
13488,Tomás Mendes,60,CM,CDM,19,Spain,LALIGA EA SPORTS,D. Alavés
13489,Diego Méndez,60,CB,"CM, RB",21,Spain,LALIGA EA SPORTS,Rayo Vallecano
13490,Nobel Mendy,60,LB,CB,20,France,LALIGA EA SPORTS,Real Betis
13491,Chris Merrie,60,CM,CDM,25,England,EFL League Two,Tranmere Rovers
13492,Ignacio Mesina,60,CB,RB,23,Chile,Sudamericana,Coquimbo Unido
13493,Patrick Metcalfe,60,RB,,25,Canada,Eliteserien,Fredrikstad FK
13494,Loris Mettler,60,CM,,25,Switzerland,Eliteserien,Sandefjord
13495,Leandro Meza,60,CM,,22,Paraguay,Sudamericana,Club Nacional
13496,Nicolás Meza,60,CM,,22,Chile,Libertadores,Palestino
13497,Oualid Mhamdi,60,RB,CB,21,Morocco,Bundesliga 2,Fürth
13498,Ole Erik Midtskogen,60,ST,,29,Norway,Eliteserien,Odds BK
13499,Hilmir Rafn Mikaelsson,60,ST,,20,Iceland,Eliteserien,Kristiansund BK
13500,Paul Milde,60,RB,"LB, RM",29,Germany,3. Liga,Energie Cottbus
13501,Ross Millen,60,RB,,29,Scotland,EFL League Two,Morecambe
13502,César Miño,60,ST,CAM,17,Paraguay,Sudamericana,Guaraní
13503,Filippo Missori,60,RB,,20,Italy,Serie BKT,Sassuolo
13504,Max Moerstedt,60,ST,,18,Germany,Bundesliga,TSG Hoffenheim
13505,Zane Monlouis,60,CB,,20,Jamaica,Premier League,Arsenal
13506,Bader Monshi,60,CDM,CM,25,Saudi Arabia,ROSHN Saudi League,Damac FC
13507,Axel Montaña,60,CAM,,18,Uruguay,Sudamericana,Danubio
13508,Romain Montiel,60,ST,,29,France,Ligue 2 BKT,FC Martigues
13509,Stuart Moore,60,GK,,30,England,EFL League Two,Morecambe
13510,Luís Henrique,60,GK,,19,Brazil,Liga Portugal,Boavista FC
13511,Santiago Morales,60,CB,LB,23,Argentina,Primera División,Sarmiento
13512,Alan Morinigo,60,LM,LW,18,Argentina,Sudamericana,Olimpia
13513,Sander Risan Mørk,60,CM,CDM,23,Norway,Eliteserien,Sandefjord
13514,Callum Morton,60,ST,"LM, LW",24,England,EFL League One,Northampton
13515,Arash Motaraghebjafarpour,60,RB,,21,Sweden,Allsvenskan,Kalmar FF
13516,Nikolas Muci,60,ST,,21,Switzerland,CSSL,GC Zürich
13517,Zakaria Mugeese,60,LW,"ST, LM",22,Ghana,Eliteserien,Odds BK
13518,Joshua Mukeh,60,CB,,21,Holland,Eredivisie,FC Utrecht
13519,Josh Mulligan,60,CM,"RM, RB",21,Scotland,Scottish Prem,Dundee FC
13520,Leonhard Münst,60,CM,CAM,22,Germany,3. Liga,VfB Stuttgart II
13521,Andreas Murbeck,60,CB,,26,Sweden,Allsvenskan,IK Sirius
13522,Adam Murphy,60,CM,,19,Republic of Ireland,EFL Championship,Bristol City
13523,Fraser Murray,60,LM,"LB, RM, LW",25,Scotland,Scottish Prem,Kilmarnock
13524,Ange Caumenan N'Guessan,60,CB,RB,21,France,Serie A Enilive,Torino
13525,Ilyes Najim,60,LM,LW,22,France,Ligue 2 BKT,SM Caen
13526,Nan Song,60,RM,"CM, RW",27,China PR,CSL,SZ Peng City
13527,Noah Nartey,60,CM,,18,Denmark,3F Superliga,Brøndby IF
13528,Marcos Navarro,60,LB,,20,Spain,LALIGA HYPERMOTION,Levante UD
13529,Ezequiel Naya,60,ST,,23,Argentina,Primera División,Sarmiento
13530,Mbaye Ndiaye,60,RW,"LW, RM",20,Senegal,PKO BP Ekstraklasa,Motor Lublin
13531,Ionuț Neagu,60,CDM,CM,34,Romania,SUPERLIGA,SC Oțelul Galați
13532,Manfredi Nespola,60,GK,,19,Italy,Serie BKT,Palermo
13533,Josh Neufville,60,LM,"RM, LW",23,England,EFL League Two,AFC Wimbledon
13534,Jonas Nickisch,60,GK,,20,Germany,Bundesliga 2,1. FC Köln
13535,Niklas Niehoff,60,ST,RW,20,Germany,3. Liga,VfL Osnabrück
13536,Severin Nioule,60,LW,"RW, LM",19,Côte d'Ivoire,Allsvenskan,BK Häcken
13537,Tom Nixon,60,RB,LB,21,England,EFL League Two,Doncaster
13538,Nahuel Noll,60,GK,,21,Germany,Bundesliga 2,Fürth
13539,Runar Norheim,60,LB,CM,19,Norway,Eliteserien,Tromsø IL
13540,Jahce Tyler Novello,60,ST,CAM,20,Australia,Serie BKT,Cosenza
13541,Frédéric Nsabiyumva,60,CB,,29,Burundi,Allsvenskan,Västerås SK
13542,Patrick Nuamah,60,CM,CAM,18,Italy,Serie BKT,Brescia
13543,Franklin Nyenetue,60,LW,"ST, LM",23,Norway,Eliteserien,Kristiansund BK
13544,John O'Sullivan,60,RM,"CM, RW",30,Republic of Ireland,SSE Airtricity PD,Shelbourne
13545,Timon Obermeier,60,CB,,21,Germany,3. Liga,Unterhaching
13546,Nikolay Obolskiy,60,ST,,27,Russia,LALIGA HYPERMOTION,Córdoba CF
13547,Jonas Oehmichen,60,CAM,"CM, ST",20,Germany,3. Liga,Dynamo Dresden
13548,Isaac Ogundere,60,RB,,21,England,EFL League Two,AFC Wimbledon
13549,Mazeed Ogungbo,60,LB,CB,21,Republic of Ireland,EFL League Two,Barrow
13550,Oh In Pyo,60,RM,"RB, RW",27,Korea Republic,K League 1,Gimcheon Sangmu
13551,Nicolas-Bernd Oliveira,60,LB,RB,20,Germany,Bundesliga 2,Hamburger SV
13552,Giacomo Olzer,60,CAM,,23,Italy,Serie BKT,Brescia
13553,Leon Opitz,60,LM,LW,19,Germany,Bundesliga,SV Werder Bremen
13554,Leo Oppermann,60,GK,,23,Germany,3. Liga,Arminia Bielefeld
13555,Nils Ortel,60,LB,RB,20,Germany,3. Liga,Unterhaching
13556,Fynn Otto,60,CB,,22,Germany,3. Liga,SC Verl
13557,Mohamed Ouédraogo,60,LB,,21,Burkina Faso,Ö. Bundesliga,SCR Altach
13558,Mansour Ouro-Tagba,60,ST,LM,19,Togo,Bundesliga 2,Jahn Regensburg
13559,Ignacio Pacheco,60,CDM,CM,20,Chile,Libertadores,Cobresal
13560,Édgar Páez,60,ST,,17,Paraguay,Libertadores,Cerro Porteño
13561,Yaw Paintsil,60,LB,LM,25,Norway,Eliteserien,Tromsø IL
13562,Kamil Pajnowski,60,CB,,26,Poland,PKO BP Ekstraklasa,Stal Mielec
13563,Ash Palmer,60,CB,,31,England,EFL League Two,Chesterfield
13564,Seb Palmer-Houlden,60,ST,LM,20,England,Scottish Prem,Dundee FC
13565,Kevor Palumets,60,CM,"CDM, CAM",21,Estonia,Finnliiga,HJK Helsinki
13566,Mats Pannewig,60,CM,"CDM, CAM",20,Germany,Bundesliga,VfL Bochum 1848
13567,Park Dae Won,60,CB,LB,26,Korea Republic,K League 1,Gimcheon Sangmu
13568,Park Sang Hyuk,60,ST,LW,22,Korea Republic,K League 1,Gimcheon Sangmu
13569,Park Jin Seong,60,LB,LM,23,Korea Republic,K League 1,Daejeon
13570,Felix Paschke,60,CM,CAM,21,Germany,3. Liga,B. Dortmund II
13571,Alem Pasic,60,CB,,27,Austria,Ö. Bundesliga,Blau-Weiss Linz
13572,Sebastian Pasquali,60,CM,CDM,24,Australia,A-League,Western United
13573,Michael Pavlović,60,LB,,23,Slovenia,SUPERLIGA,FC Botoșani
13574,Luca Pazourek,60,RB,,19,Austria,Ö. Bundesliga,FK Austria Wien
13575,Mateo Peralta,60,CM,CAM,18,Uruguay,Sudamericana,Danubio
13576,Michał Perchel,60,GK,,17,Poland,PKO BP Ekstraklasa,Puszcza
13577,Marco Perchtold,60,CDM,CM,35,Austria,Ö. Bundesliga,Grazer AK
13578,Mateo Pérez,60,CB,,23,Argentina,Primera División,Banfield
13579,Jakob V. Persson,60,RB,CB,23,Sweden,Allsvenskan,IK Sirius
13580,Thiago Perugini,60,ST,,19,Argentina,Libertadores,San Lorenzo
13581,Diogo Monteiro,60,CB,,19,Portugal,EFL Championship,Leeds United
13582,Tailson,60,RW,"LW, LM, RM",25,Brazil,SUPERLIGA,Politehnica Iași
13583,Marco Pissardo,60,GK,,26,Italy,Serie BKT,Bari
13584,James Plant,60,LB,"RB, CM",20,England,EFL League Two,Port Vale
13585,Leon Pöhls,60,GK,,27,Germany,SSE Airtricity PD,Shamrock Rovers
13586,Simon Power,60,RM,"LM, RW",26,Republic of Ireland,SSE Airtricity PD,Sligo Rovers
13587,Álex Primo,60,GK,,20,Spain,LALIGA HYPERMOTION,Levante UD
13588,August Priske,60,ST,RW,20,Denmark,Allsvenskan,Djurgårdens IF
13589,Ralph Priso,60,CDM,CM,22,Canada,MLS,Whitecaps FC
13590,Eduard Probst,60,ST,,23,Germany,3. Liga,SC Verl
13591,Jeffry Puriël,60,LM,"ST, RM, LW",21,Holland,Eredivisie,Almere City FC
13592,Tymur Puzankov,60,GK,,21,Ukraine,Ukrayina Liha,Shakhtar Donetsk
13593,Kevin Pytlik,60,CB,"RB, LB",26,Poland,3. Liga,Viktoria Köln
13594,Fabricio Quaglio,60,LB,LM,21,Bolivia,Libertadores,The Strongest
13595,Joe Quigley,60,ST,,27,Republic of Ireland,EFL League Two,Chesterfield
13596,Ghjuvanni Quilichini,60,GK,,22,France,Ligue 2 BKT,AC Ajaccio
13597,Asish Rai,60,RM,"RB, RW",25,India,ISL,Mohun Bagan SG
13598,Dorian Răilean,60,GK,,30,Moldova,SUPERLIGA,FC Gloria Buzău
13599,Pedro David Ramírez,60,RB,"RM, LB",24,Argentina,Primera División,Dep. Riestra
13600,Kevin Rauhut,60,GK,,34,Germany,3. Liga,Viktoria Köln
13601,Hugo Redón,60,CM,CDM,21,Spain,LALIGA HYPERMOTION,Levante UD
13602,Josh Reid,60,LB,,22,Scotland,Scottish Prem,Ross County
13603,Charlie Reilly,60,LM,"RM, ST, LW",22,Scotland,Scottish Prem,Dundee FC
13604,Jay Rich-Baghuelou,60,CB,LB,24,Australia,EFL League Two,Accrington
13605,Lewis Richards,60,LB,CB,22,Republic of Ireland,EFL League Two,Bradford City
13606,Lewis Richardson,60,ST,,21,England,EFL Championship,Burnley
13607,Axl Ríos,60,CDM,CB,25,Chile,Sudamericana,Everton
13608,Sascha Risch,60,LM,"LB, LW",24,Germany,3. Liga,Dynamo Dresden
13609,Armando Rivas,60,ST,,21,Venezuela,Libertadores,Caracas FC
13610,Paulo Riveros,60,CAM,CM,18,Paraguay,Sudamericana,Olimpia
13611,Andrea Rizzo Pinna,60,CM,,24,Italy,Serie BKT,Cosenza
13612,Finlay Robertson,60,CM,"RM, CDM",21,Scotland,Scottish Prem,Dundee FC
13613,Roh Kyung Ho,60,ST,"CM, CDM",24,Korea Republic,K League 1,Suwon FC
13614,Jack Roles,60,CM,"CAM, LM",25,Cyprus,EFL League One,Crawley Town
13615,Iván Román,60,CB,,18,Chile,Libertadores,Palestino
13616,Gastón Romano,60,CM,,26,Argentina,SUPERLIGA,FC Botoșani
13617,Tomás Romero,60,GK,,23,El Salvador,MLS,New York City FC
13618,Sergi Rosanas,60,RB,,23,Spain,Eredivisie,Sparta Rotterdam
13619,Lachlan Rose,60,ST,RM,25,Australia,A-League,Newcastle Jets
13620,Liam Rose,60,CDM,"RB, CM",27,Australia,A-League,Macarthur FC
13621,Oliver Ross,60,CAM,ST,19,Denmark,3F Superliga,AaB
13622,Håkon Røsten,60,CB,,19,Norway,Eliteserien,Rosenborg BK
13623,Filip Rózga,60,RW,"LW, CAM, RM",18,Poland,PKO BP Ekstraklasa,Cracovia
13624,Matías Ruiz Díaz,60,RB,,28,Argentina,Primera División,Ind. Rivadavia
13625,Tivonge Rushesha,60,CDM,"CM, RB",22,Zimbabwe,EFL League One,Reading
13626,Franco Saavedra,60,LB,,21,Argentina,Libertadores,Talleres
13627,Juan Salcedo,60,CM,CDM,21,Paraguay,Sudamericana,S. Trinidense
13628,Adam Saldaña,60,CDM,CM,22,United States,Eliteserien,KFUM-Kameratene
13629,Salvador Sánchez,60,CB,,29,Argentina,Sudamericana,Coquimbo Unido
13630,Kevin Sánchez,60,ST,"RW, CAM",19,Spain,LALIGA HYPERMOTION,RC Deportivo
13631,Facundo Sanguinetti,60,GK,,23,Argentina,Primera División,Banfield
13632,Tom Sanne,60,ST,,20,Germany,3. Liga,Hannover 96 II
13633,Sam Sargeant,60,GK,,26,England,SSE Airtricity PD,Waterford
13634,Jean Franco Sarmiento,60,ST,CAM,27,Colombia,PKO BP Ekstraklasa,Radomiak Radom
13635,Gianluca Saro,60,GK,,24,Italy,Serie BKT,Cremonese
13636,Mathias Dahl Sauer,60,CM,,20,Denmark,Eliteserien,FK Haugesund
13637,Mathieu Scalet,60,CDM,,27,France,PKO BP Ekstraklasa,Motor Lublin
13638,Julius Schell,60,CB,,24,Germany,3. Liga,Aleman. Aachen
13639,Tjark Scheller,60,CB,,22,Germany,Bundesliga 2,SC Paderborn 07
13640,Maximilian Schmid,60,ST,RW,21,Germany,Bundesliga 2,1. FC Köln
13641,Jakob Schöller,60,CB,,18,Austria,Ö. Bundesliga,SK Rapid
13642,Thorsten Schriebl,60,CM,,25,Austria,Ö. Bundesliga,Grazer AK
13643,Arne Schulz,60,GK,,21,Germany,Bundesliga 2,SC Paderborn 07
13644,Dante Sealy,60,LM,"RM, LW",21,United States,MLS,FC Dallas
13645,Djiby Seck,60,LM,LW,20,Senegal,1A Pro League,KV Kortrijk
13646,Simon Seidl,60,CM,"CAM, RM",22,Austria,Ö. Bundesliga,Blau-Weiss Linz
13647,Ismaël Séoné,60,ST,,19,Burkina Faso,Eliteserien,FK Haugesund
13648,Liam Shephard,60,RB,CB,29,Wales,EFL League Two,Salford City
13649,Jack Shepherd,60,CB,,23,England,EFL League Two,Bradford City
13650,Shi Liang,60,CDM,CM,35,China PR,CSL,Meizhou Hakka FC
13651,Shin Chang Moo,60,LM,"ST, LW",31,Korea Republic,K League 1,GwangJu FC
13652,Kevin Silva,60,CB,,21,Argentina,Libertadores,Rosario Central
13653,Toby Sims,60,RB,,26,England,EFL League Two,Harrogate Town
13654,Emanuel Sittaro,60,GK,,24,Argentina,Primera División,Instituto
13655,Håkon Sjåtil,60,RB,,21,Norway,Eliteserien,Kristiansund BK
13656,Herman Sjögrell,60,RW,"ST, RM",23,Sweden,Allsvenskan,IK Sirius
13657,David Skubl,60,GK,,22,Austria,Ö. Bundesliga,Wolfsberger AC
13658,Jordan Slew,60,LM,"ST, LW",32,England,EFL League Two,Morecambe
13659,Tyger Smalls,60,RW,"LW, RM",22,England,MLS,Charlotte FC
13660,Scott Smith,60,CM,CDM,23,Wales,EFL League One,Wigan Athletic
13661,Matty Smith,60,ST,LW,27,Scotland,SSE Airtricity PD,Shelbourne
13662,Oisin Smyth,60,CAM,CM,24,Northern Ireland,Scottish Prem,St. Mirren
13663,Birnir Snær Ingason,60,LM,LW,27,Iceland,Allsvenskan,Halmstads BK
13664,Yann Songo'o,60,CDM,CB,32,Cameroon,EFL League Two,Morecambe
13665,Luca Sonzogni,60,GK,,20,Italy,Serie BKT,Mantova
13666,Marin Soticek,60,RW,"LW, RM",19,Croatia,CSSL,FC Basel 1893
13667,Ibrahima Sow,60,ST,,17,Senegal,LALIGA EA SPORTS,Sevilla FC
13668,Omar Sowunmi,60,CB,,28,England,EFL League Two,Bromley FC
13669,Finn Stam,60,CB,LB,21,Holland,Eredivisie,FC Groningen
13670,Dimitrios Stamatakis,60,GK,,21,Greece,LALIGA EA SPORTS,CA Osasuna
13671,Aleksandar Stanković,60,CDM,CB,19,Serbia,CSSL,FC Luzern
13672,Dominik Steczyk,60,ST,"RM, LM",25,Poland,3. Liga,SC Verl
13673,Harry Steele,60,CM,CDM,21,Australia,A-League,Central Coast
13674,Michael Stickland,60,CB,,20,England,EFL League One,Reading
13675,Nikola Stojiljković,60,ST,,32,Serbia,ROSHN Saudi League,Al Kholood
13676,Chris Stokes,60,CB,,33,England,EFL League Two,Barrow
13677,Josh Stones,60,ST,,20,England,EFL League One,Wigan Athletic
13678,Sun Guowen,60,LB,LM,30,China PR,CSL,Zhejiang Pro
13679,Dominik Szala,60,RB,CB,18,Poland,PKO BP Ekstraklasa,Górnik Zabrze
13680,Gergő Szécsi,60,GK,,35,Hungary,Magyar Liga,Ferencvárosi TC
13681,Joel Tabiner,60,CM,CAM,20,England,EFL League Two,Crewe Alexandra
13682,Ilias Takidine,60,RM,"CAM, RW",23,Belgium,Eredivisie,RKC Waalwijk
13683,James Talbot,60,GK,,27,Republic of Ireland,SSE Airtricity PD,Bohemians
13684,Ignacio Tapia,60,CAM,,20,Argentina,Sudamericana,Belgrano
13685,Dragoș Tescan,60,RM,"LM, RW",24,Romania,SUPERLIGA,FC Gloria Buzău
13686,Simon Thomas,60,GK,,34,Canada,Eliteserien,Tromsø IL
13687,Tian Yinong,60,CDM,CM,33,China PR,CSL,SZ Peng City
13688,Nicolás Tolosa,60,LB,,23,Argentina,Primera División,Barracas Central
13689,Félix Tomi,60,RM,"ST, RW",24,France,Ligue 2 BKT,SC Bastia
13690,Fabio Torsiello,60,ST,,19,Italy,Bundesliga 2,SV Darmstadt 98
13691,Alex Tóth,60,RB,CDM,18,Hungary,Magyar Liga,Ferencvárosi TC
13692,Richie Towell,60,CM,RW,33,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers
13693,Nick Townsend,60,GK,,29,Antigua and Barbuda,EFL League Two,Newport County
13694,Garrison Tubbs,60,CB,,22,United States,MLS,D.C. United
13695,David Tutonda,60,LB,,28,Congo DR,EFL League Two,Morecambe
13696,Nik Tzanev,60,GK,,27,New Zealand,EFL League One,Northampton
13697,Cem Üstündag,60,CDM,CM,23,Austria,Ö. Bundesliga,WSG Tirol
13698,Connor van den Berg,60,GK,,23,Holland,Eredivisie,Willem II
13699,Luis Abelardo Vargas,60,LB,LM,24,Paraguay,Libertadores,Cerro Porteño
13700,Josue Vargas,60,GK,,21,Peru,Sudamericana,Dep. Garcilaso
13701,Vicente Vega,60,CB,RB,20,Chile,Sudamericana,Everton
13702,Emiliano Vidart,60,CDM,CM,22,Uruguay,Sudamericana,Wanderers
13703,Eduardo Villanueva,60,GK,,19,Chile,Libertadores,Colo-Colo
13704,Dominic Vincze,60,LB,RB,20,Austria,Ö. Bundesliga,SK Rapid
13705,Laurențiu Vlăsceanu,60,LB,LM,19,Romania,SUPERLIGA,Unirea Slobozia
13706,Oscar Wallin,60,CB,,23,Sweden,EFL League One,Peterborough
13707,Joe Walsh,60,GK,,22,England,EFL Championship,QPR
13708,Wang Yi,60,RB,LB,26,China PR,CSL,Wuhan Three Towns
13709,Wang Peng,60,CB,CM,31,China PR,CSL,Cangzhou FC
13710,Wang Zhifeng,60,GK,,27,China PR,CSL,Changchun Yatai
13711,Lukas Wedl,60,GK,,28,Austria,Ö. Bundesliga,FK Austria Wien
13712,Daouda Weidmann,60,CM,CAM,21,France,Eredivisie,RKC Waalwijk
13713,Evan Weir,60,LB,CB,22,Republic of Ireland,EFL League Two,Walsall
13714,Joe Whitworth,60,GK,,20,England,EFL League One,Exeter City
13715,Melker Widell,60,CM,,22,Sweden,3F Superliga,AaB
13716,Aaron Wildig,60,CM,,32,England,EFL League Two,Newport County
13717,Dalton Wilkins,60,LB,RB,25,New Zealand,3F Superliga,Sønderjyske
13718,Dylan Williams,60,CB,LB,21,England,EFL League One,Burton Albion
13719,Daniel Wilmering,60,LB,LM,23,Australia,A-League,Newcastle Jets
13720,Filip Wójcik,60,RB,RM,27,Poland,PKO BP Ekstraklasa,Motor Lublin
13721,Patrick Wood,60,ST,,21,Australia,A-League,Sydney FC
13722,Arkadiusz Woźniak,60,CM,"ST, CAM",34,Poland,PKO BP Ekstraklasa,Zagłębie Lubin
13723,Xie Weijun,60,ST,RM,26,China PR,CSL,Tianjin JMT FC
13724,Xu Jiamin,60,GK,,30,China PR,CSL,Henan FC
13725,Ali Emre Yanar,60,GK,,26,Turkey,Trendyol Süper Lig,Kasımpaşa
13726,Darren Yapi,60,ST,,19,United States,MLS,Colorado Rapids
13727,Yeo Bong Hun,60,RB,"CM, CDM",30,Korea Republic,K League 1,GwangJu FC
13728,Johnly Yfeko,60,CB,LB,21,England,EFL League One,Exeter City
13729,Berkay Yilmaz,60,LB,,19,Turkey,Bundesliga,SC Freiburg
13730,Yin Hongbo,60,RM,"CAM, CM, RW",34,China PR,CSL,Meizhou Hakka FC
13731,Saud Zaidan,60,CM,,24,Saudi Arabia,ROSHN Saudi League,Al Fayha
13732,Leroy Zeller,60,GK,,23,Germany,3. Liga,Aleman. Aachen
13733,Viktor Zentrich,60,CB,CDM,21,Czech Republic,3. Liga,Unterhaching
13734,Zhang Wei,60,LB,,31,China PR,CSL,SZ Peng City
13735,Zhang Xiuwei,60,CM,"CAM, CDM",28,China PR,CSL,Qingdao W. Coast
13736,Zhang Chengdong,60,CB,"RB, CM",35,China PR,CSL,Beijing FC
13737,Zheng Long,60,RM,"LM, CAM, RW",36,China PR,CSL,Qingdao Hainiu
13738,Luck Zogbé,60,RB,,19,Côte d'Ivoire,Ligue 1 McDonald's,Stade Brestois 29
13739,Joackim Åberg,59,CDM,,26,Sweden,Allsvenskan,GAIS
13740,Kenneth Aboh,59,ST,,19,England,EFL Championship,Norwich
13741,Matthew Acton,59,GK,,32,Australia,A-League,Brisbane Roar
13742,Mihai Adăscăliței,59,RB,CM,29,Romania,SUPERLIGA,SC Oțelul Galați
13743,Raphaël Adicéam,59,GK,,34,France,Ligue 1 McDonald's,AJ Auxerre
13744,Lalo Aguilar,59,CB,,22,Spain,LALIGA HYPERMOTION,Albacete BP
13745,Sören Ahlers,59,GK,,27,Germany,Bundesliga,FC St. Pauli
13746,James Akintunde,59,ST,LM,28,England,SSE Airtricity PD,Bohemians
13747,Abdelraouf Al Duqail,59,GK,,29,Saudi Arabia,ROSHN Saudi League,Al Fayha
13748,Raid Al Ghamdi,59,ST,,30,Saudi Arabia,ROSHN Saudi League,Al Raed
13749,Abdulhadi Al Harajin,59,LM,"RM, CAM, LW",29,Saudi Arabia,ROSHN Saudi League,Al Fayha
13750,Nawaf Al Harthi,59,CM,LM,25,Saudi Arabia,ROSHN Saudi League,Al Fayha
13751,Hamed Al Maqati,59,LB,RM,31,Saudi Arabia,ROSHN Saudi League,Al Orobah
13752,Abdullah Al Meqran,59,ST,"CAM, LM",27,Saudi Arabia,ROSHN Saudi League,Damac FC
13753,Muteb Al Mufarrij,59,CB,,28,Saudi Arabia,ROSHN Saudi League,Al Taawoun
13754,Awadh Al Nashri,59,CDM,CM,22,Saudi Arabia,ROSHN Saudi League,Al Ittihad
13755,Abdullah Al Owayshir,59,GK,,33,Saudi Arabia,ROSHN Saudi League,Al Wehda
13756,Hamdan Al Ruwaili,59,RB,,29,Saudi Arabia,ROSHN Saudi League,Al Orobah
13757,Mohammed Al Shanqeeti,59,LB,,25,Saudi Arabia,ROSHN Saudi League,Al Qadisiyah
13758,Fawaz Al Tryes,59,LM,"RM, LW",27,Saudi Arabia,ROSHN Saudi League,Al Orobah
13759,Fredderick Alfonso,59,CM,,28,Paraguay,Sudamericana,S. Ameliano
13760,Anwar Ali,59,CB,,24,India,ISL,East Bengal
13761,Kaden Amaniampong,59,CB,,20,Germany,3. Liga,VfB Stuttgart II
13762,Chovanie Amatkarijo,59,LW,LM,25,Holland,Allsvenskan,GAIS
13763,An Chan Gi,59,GK,,26,Korea Republic,K League 1,Jeju United
13764,Lee Angol,59,ST,,30,England,EFL League Two,Morecambe
13765,Jakub Antczak,59,LW,"RW, LM",20,Poland,PKO BP Ekstraklasa,GKS Katowice
13766,Marcial Aquino,59,CB,,37,Paraguay,Sudamericana,S. Ameliano
13767,Diogo Dias,59,GK,,21,Portugal,Liga Portugal,Estoril Praia
13768,Nicolás Arévalo,59,CM,,21,Colombia,Libertadores,Millonarios
13769,Jeremy,59,ST,,19,Spain,LALIGA HYPERMOTION,R. Racing Club
13770,Haitham Asiri,59,LM,"RM, LW",23,Saudi Arabia,ROSHN Saudi League,Al Qadisiyah
13771,Asqer Afrden,59,LW,"LM, ST",20,China PR,CSL,Wuhan Three Towns
13772,Zachary Athekame,59,RB,,19,Switzerland,CSSL,BSC Young Boys
13773,Edvin Austbø,59,LW,LM,19,Norway,Eliteserien,Viking FK
13774,Josh Austerfield,59,CM,CDM,22,England,EFL League Two,Salford City
13775,Sam Austin,59,CM,,27,England,EFL League Two,Notts County
13776,Alexandre Azevedo,59,LB,LM,19,Germany,3. Liga,VfB Stuttgart II
13777,Barry Baggley,59,CM,,22,Northern Ireland,SSE Airtricity PD,Waterford
13778,Ahmed Bahusayn,59,CM,"CAM, LW",23,Saudi Arabia,ROSHN Saudi League,Al Taawoun
13779,Nicolas Bajlicz,59,CM,CDM,20,Austria,Ö. Bundesliga,SK Rapid
13780,Labinot Bajrami,59,ST,,19,Switzerland,CSSL,FC Zürich
13781,Reed Baker-Whiting,59,RB,"LB, LM",19,United States,MLS,Sounders FC
13782,James Ball,59,CM,CAM,28,England,EFL League Two,AFC Wimbledon
13783,Kofi Balmer,59,CB,,23,Northern Ireland,Scottish Prem,Motherwell
13784,Ibrahima Sory Bangoura,59,CDM,,20,Guinea,1A Pro League,KRC Genk
13785,Sam Barnes,59,CB,,23,England,EFL League Two,Barrow
13786,Jay Barnett,59,CDM,,23,Australia,A-League,Adelaide United
13787,Tom Barth,59,RB,CB,19,Germany,3. Liga,VfB Stuttgart II
13788,William Benard,59,CM,CDM,21,France,Ligue 2 BKT,Laval MFC
13789,Roméo Beney,59,ST,,19,Switzerland,CSSL,FC Basel 1893
13790,Justin Bengui,59,GK,,19,France,Ligue 1 McDonald's,OL
13791,Theo Bergvall,59,RB,,19,Sweden,Allsvenskan,Brommapojkarna
13792,Matteo Bignetti,59,GK,,20,Austria,Ö. Bundesliga,SK Sturm Graz
13793,Huseyin Biler,59,RB,,22,England,EFL League Two,AFC Wimbledon
13794,Mathéo Bodmer,59,CDM,,20,France,Ligue 1 McDonald's,Havre AC
13795,Morgan Bokele,59,LM,"RM, LW",20,Cameroon,Ligue 2 BKT,FC Metz
13796,Diabé Bolumbu,59,LB,,20,France,Ligue 2 BKT,SM Caen
13797,Sam Bone,59,CB,"RB, CDM",26,England,SSE Airtricity PD,Shelbourne
13798,Alex Bonetig,59,CB,,22,Australia,A-League,WS Wanderers
13799,Théo Borne,59,GK,,22,France,Ligue 2 BKT,Clermont Foot 63
13800,Amin Boudri,59,LW,LM,19,Sweden,Allsvenskan,GAIS
13801,Ciaran Brennan,59,CB,,24,Republic of Ireland,EFL League Two,Newport County
13802,Alexander Briedl,59,CDM,,22,Austria,Ö. Bundesliga,Blau-Weiss Linz
13803,George Broadbent,59,CM,,23,England,EFL League Two,Doncaster
13804,Ameen Bukhari,59,GK,,27,Saudi Arabia,ROSHN Saudi League,Damac FC
13805,Maxim Burghardt,59,RB,RM,19,Germany,3. Liga,FC Erzgebirge Aue
13806,Lautaro Bursich,59,GK,,21,Argentina,Primera División,Central Córdoba
13807,Nathan Butler-Oyedeji,59,ST,,21,England,Premier League,Arsenal
13808,Jili Buyabu,59,LB,,21,England,EFL Championship,Sheffield Utd
13809,Victor Cabañas,59,RB,,21,Paraguay,Libertadores,Cerro Porteño
13810,Welat Cagro,59,CM,"CDM, CB",25,Belgium,1A Pro League,K. Beerschot VA
13811,Tudor Călin,59,CDM,,23,Romania,SUPERLIGA,FC Gloria Buzău
13812,Alexandro Calut,59,LB,LM,21,Belgium,1A Pro League,Standard Liège
13813,Ramón Cansinos,59,ST,,21,Argentina,Primera División,Central Córdoba
13814,Cao Kang,59,CDM,"CM, CB",31,China PR,CSL,Nantong Zhiyun FC
13815,Aldaír Ferreira,59,CAM,,26,Angola,SUPERLIGA,FC Botoșani
